date,site,region,pm25_ugm3
2023-12-01,Rangiora,Canterbury,2.144
2023-12-01,Reefton AQ at School Pool,West Coast,1.66
2023-12-01,Rotorua at Edmund Rd,Bay of Plenty,4.383
2023-12-01,Rotorua at Moses Rd,Bay of Plenty,8.009
2023-12-01,St Albans EP,Canterbury,2.088
2023-12-01,St Johns,Hawke's Bay,4.8
2023-12-01,Takapuna,Auckland,4.588
2023-12-01,Waimate Kennedy,Canterbury,2.335
2023-12-01,Wainuiomata (Moohan Street),Wellington,2.945
2023-12-01,Waitomo District Council,Waikato,3.9417
2023-12-01,Washdyke Alpine,Canterbury,2.973
2023-12-01,Wellington Central (Willis Street),Wellington,5.658
2023-12-01,Whangārei Air Shed at Robert Street,Northland,3.98
2023-12-01,Winton at Essex Street,Southland,8.9
2023-12-01,Woolston,Canterbury,2.391
2023-12-02,126 Hautapu Street,Manawatū-Whanganui,3.51
2023-12-02,Anzac Square,Canterbury,6.159
2023-12-02,Billah Street,Waikato,4.67892
2023-12-02,Blenheim Bowling Club,Marlborough,3.67
2023-12-02,Bloodbank,Waikato,5.47942
2023-12-02,Bowling Club,Waikato,4.95189
2023-12-02,Central School,Taranaki,3.07
2023-12-02,Claudelands,Waikato,4.44826
2023-12-02,Geraldine,Canterbury,4.893
2023-12-02,Gillies Ave,Waikato,4.85498
2023-12-02,Hampstead,Canterbury,2.756
2023-12-02,Kaiapoi,Canterbury,4.132
2023-12-02,Marewa Park,Hawke's Bay,4.4
2023-12-02,Masterton West (Pownall Street),Wellington,4.521
2023-12-02,Mount Maunganui at Whareroa Marae,Bay of Plenty,3.717
2023-12-02,Nelson at St Vincent St,Nelson,2.5
2023-12-02,Patumahoe,Auckland,6.965
2023-12-02,Penrose,Auckland,4.999
2023-12-02,Plunket AQ,Tasman,3.8
2023-12-02,Rangiora,Canterbury,3.037
2023-12-02,Reefton AQ at School Pool,West Coast,0.66
2023-12-02,Rotorua at Edmund Rd,Bay of Plenty,4.168
2023-12-02,Rotorua at Moses Rd,Bay of Plenty,7.62
2023-12-02,St Albans EP,Canterbury,4.603
2023-12-02,St Johns,Hawke's Bay,5.0
2023-12-02,Takapuna,Auckland,7.506
2023-12-02,Waimate Kennedy,Canterbury,5.566
2023-12-02,Wainuiomata (Moohan Street),Wellington,4.233
2023-12-02,Waitomo District Council,Waikato,4.28124
2023-12-02,Washdyke Alpine,Canterbury,4.909
2023-12-02,Wellington Central (Willis Street),Wellington,4.128
2023-12-02,Whangārei Air Shed at Robert Street,Northland,6.15
2023-12-02,Winton at Essex Street,Southland,10.23
2023-12-02,Woolston,Canterbury,4.742
2023-12-03,126 Hautapu Street,Manawatū-Whanganui,1.493
2023-12-03,Anzac Square,Canterbury,7.674
2023-12-03,Billah Street,Waikato,2.93275
2023-12-03,Blenheim Bowling Club,Marlborough,3.92
2023-12-03,Bloodbank,Waikato,4.15487
2023-12-03,Bowling Club,Waikato,3.44546
2023-12-03,Central School,Taranaki,2.15
2023-12-03,Claudelands,Waikato,3.66131
2023-12-03,Geraldine,Canterbury,4.17
2023-12-03,Gillies Ave,Waikato,3.26552
2023-12-03,Hampstead,Canterbury,3.304
2023-12-03,Kaiapoi,Canterbury,3.696
2023-12-03,Marewa Park,Hawke's Bay,2.9
2023-12-03,Masterton West (Pownall Street),Wellington,2.42
2023-12-03,Mount Maunganui at Whareroa Marae,Bay of Plenty,4.77
2023-12-03,Nelson at St Vincent St,Nelson,3.7
2023-12-03,Patumahoe,Auckland,5.367
2023-12-03,Penrose,Auckland,4.017
2023-12-03,Plunket AQ,Tasman,4.5
2023-12-03,Rangiora,Canterbury,2.953
2023-12-03,Reefton AQ at School Pool,West Coast,-0.4
2023-12-03,Rotorua at Edmund Rd,Bay of Plenty,2.723
2023-12-03,Rotorua at Moses Rd,Bay of Plenty,7.9
2023-12-03,St Albans EP,Canterbury,3.172
2023-12-03,St Johns,Hawke's Bay,3.7
2023-12-03,Takapuna,Auckland,6.779
2023-12-03,Waimate Kennedy,Canterbury,6.941
2023-12-03,Wainuiomata (Moohan Street),Wellington,2.784
2023-12-03,Waitomo District Council,Waikato,3.38019
2023-12-03,Washdyke Alpine,Canterbury,6.335
2023-12-03,Wellington Central (Willis Street),Wellington,2.905
2023-12-03,Whangārei Air Shed at Robert Street,Northland,4.12
2023-12-03,Winton at Essex Street,Southland,10.02
2023-12-03,Woolston,Canterbury,3.859
2023-12-04,126 Hautapu Street,Manawatū-Whanganui,0.455
2023-12-04,Anzac Square,Canterbury,3.451
2023-12-04,Billah Street,Waikato,1.87777
2023-12-04,Blenheim Bowling Club,Marlborough,4.38
2023-12-04,Bloodbank,Waikato,3.9409
2023-12-04,Bowling Club,Waikato,2.82835
2023-12-04,Central School,Taranaki,1.63
2023-12-04,Claudelands,Waikato,3.03525
2023-12-04,Geraldine,Canterbury,3.586
2023-12-04,Gillies Ave,Waikato,1.57542
2023-12-04,Hampstead,Canterbury,3.971
2023-12-04,Kaiapoi,Canterbury,3.123
2023-12-04,Marewa Park,Hawke's Bay,4.9
2023-12-04,Masterton West (Pownall Street),Wellington,7.811
2023-12-04,Mount Maunganui at Whareroa Marae,Bay of Plenty,3.641
2023-12-04,Nelson at St Vincent St,Nelson,1.7
2023-12-04,Patumahoe,Auckland,5.986
2023-12-04,Penrose,Auckland,2.755
2023-12-04,Plunket AQ,Tasman,0.6
2023-12-04,Rangiora,Canterbury,3.355
2023-12-04,Reefton AQ at School Pool,West Coast,0.99
2023-12-04,Rotorua at Edmund Rd,Bay of Plenty,3.241
2023-12-04,Rotorua at Moses Rd,Bay of Plenty,5.687
2023-12-04,St Albans EP,Canterbury,2.43
2023-12-04,St Johns,Hawke's Bay,3.8
2023-12-04,Takapuna,Auckland,4.594
2023-12-04,Waimate Kennedy,Canterbury,5.205
2023-12-04,Wainuiomata (Moohan Street),Wellington,3.026
2023-12-04,Waitomo District Council,Waikato,2.19807
2023-12-04,Washdyke Alpine,Canterbury,4.876
2023-12-04,Wellington Central (Willis Street),Wellington,7.051
2023-12-04,Whangārei Air Shed at Robert Street,Northland,1.3
2023-12-04,Winton at Essex Street,Southland,10.14
2023-12-04,Woolston,Canterbury,2.207
2023-12-05,126 Hautapu Street,Manawatū-Whanganui,0.742
2023-12-05,Anzac Square,Canterbury,5.283
2023-12-05,Billah Street,Waikato,1.30658
2023-12-05,Blenheim Bowling Club,Marlborough,6.78
2023-12-05,Bloodbank,Waikato,2.00691
2023-12-05,Bowling Club,Waikato,1.34835
2023-12-05,Central School,Taranaki,1.86
2023-12-05,Claudelands,Waikato,1.62969
2023-12-05,Geraldine,Canterbury,4.581
2023-12-05,Gillies Ave,Waikato,0.72938
2023-12-05,Hampstead,Canterbury,4.632
2023-12-05,Kaiapoi,Canterbury,5.095
2023-12-05,Marewa Park,Hawke's Bay,3.8
2023-12-05,Masterton West (Pownall Street),Wellington,2.96
2023-12-05,Mount Maunganui at Whareroa Marae,Bay of Plenty,2.704
2023-12-05,Nelson at St Vincent St,Nelson,2.2
2023-12-05,Patumahoe,Auckland,4.997
2023-12-05,Penrose,Auckland,6.757
2023-12-05,Plunket AQ,Tasman,2.6
2023-12-05,Rangiora,Canterbury,5.005
2023-12-05,Reefton AQ at School Pool,West Coast,0.69
2023-12-05,Rotorua at Edmund Rd,Bay of Plenty,1.836
2023-12-05,Rotorua at Moses Rd,Bay of Plenty,2.048
2023-12-05,St Albans EP,Canterbury,4.426
2023-12-05,St Johns,Hawke's Bay,2.6
2023-12-05,Takapuna,Auckland,3.564
2023-12-05,Waimate Kennedy,Canterbury,5.153
2023-12-05,Wainuiomata (Moohan Street),Wellington,1.597
2023-12-05,Waitomo District Council,Waikato,2.43108
2023-12-05,Washdyke Alpine,Canterbury,5.933
2023-12-05,Wellington Central (Willis Street),Wellington,3.745
2023-12-05,Whangārei Air Shed at Robert Street,Northland,1.28
2023-12-05,Winton at Essex Street,Southland,10.51
2023-12-05,Woolston,Canterbury,4.607
2023-12-06,126 Hautapu Street,Manawatū-Whanganui,0.584
2023-12-06,Anzac Square,Canterbury,6.026
2023-12-06,Billah Street,Waikato,1.56998
2023-12-06,Blenheim Bowling Club,Marlborough,5.33
2023-12-06,Bloodbank,Waikato,2.19778
2023-12-06,Bowling Club,Waikato,1.87933
2023-12-06,Central School,Taranaki,0.48
2023-12-06,Claudelands,Waikato,1.73353
2023-12-06,Geraldine,Canterbury,5.346
2023-12-06,Gillies Ave,Waikato,1.17003
2023-12-06,Hampstead,Canterbury,4.292
2023-12-06,Kaiapoi,Canterbury,6.905
2023-12-06,Marewa Park,Hawke's Bay,1.8
2023-12-06,Masterton West (Pownall Street),Wellington,1.974
2023-12-06,Mount Maunganui at Whareroa Marae,Bay of Plenty,2.615
2023-12-06,Nelson at St Vincent St,Nelson,2.5
2023-12-06,Patumahoe,Auckland,4.174
2023-12-06,Penrose,Auckland,1.548
2023-12-06,Plunket AQ,Tasman,4.3
2023-12-06,Rangiora,Canterbury,5.766
2023-12-06,Reefton AQ at School Pool,West Coast,-0.2
2023-12-06,Rotorua at Edmund Rd,Bay of Plenty,3.636
2023-12-06,Rotorua at Moses Rd,Bay of Plenty,4.683
2023-12-06,St Albans EP,Canterbury,6.527
2023-12-06,St Johns,Hawke's Bay,3.6
2023-12-06,Takapuna,Auckland,2.79
2023-12-06,Waimate Kennedy,Canterbury,5.695
2023-12-06,Wainuiomata (Moohan Street),Wellington,2.973
2023-12-06,Waitomo District Council,Waikato,1.8002
2023-12-06,Washdyke Alpine,Canterbury,7.963
2023-12-06,Wellington Central (Willis Street),Wellington,2.913
2023-12-06,Whangārei Air Shed at Robert Street,Northland,0.55
2023-12-06,Winton at Essex Street,Southland,10.86
2023-12-06,Woolston,Canterbury,6.376
2023-12-07,126 Hautapu Street,Manawatū-Whanganui,2.889
2023-12-07,Anzac Square,Canterbury,5.262
2023-12-07,Billah Street,Waikato,3.88012
2023-12-07,Blenheim Bowling Club,Marlborough,5.39
2023-12-07,Bloodbank,Waikato,6.04725
2023-12-07,Bowling Club,Waikato,4.74639
2023-12-07,Central School,Taranaki,4.98
2023-12-07,Claudelands,Waikato,5.36688
2023-12-07,Geraldine,Canterbury,4.5
2023-12-07,Gillies Ave,Waikato,3.27729
2023-12-07,Hampstead,Canterbury,4.278
2023-12-07,Kaiapoi,Canterbury,5.442
2023-12-07,Marewa Park,Hawke's Bay,3.3
2023-12-07,Masterton West (Pownall Street),Wellington,4.923
2023-12-07,Mount Maunganui at Whareroa Marae,Bay of Plenty,2.873
2023-12-07,Nelson at St Vincent St,Nelson,4.6
2023-12-07,Patumahoe,Auckland,2.81
2023-12-07,Penrose,Auckland,6.539
2023-12-07,Rangiora,Canterbury,4.912
2023-12-07,Reefton AQ at School Pool,West Coast,1.55
2023-12-07,Rotorua at Edmund Rd,Bay of Plenty,4.777
2023-12-07,Rotorua at Moses Rd,Bay of Plenty,3.271
2023-12-07,St Albans EP,Canterbury,4.105
2023-12-07,St Johns,Hawke's Bay,3.3
2023-12-07,Takapuna,Auckland,6.926
2023-12-07,Waimate Kennedy,Canterbury,4.746
2023-12-07,Wainuiomata (Moohan Street),Wellington,4.241
2023-12-07,Waitomo District Council,Waikato,4.8428
2023-12-07,Washdyke Alpine,Canterbury,7.542
2023-12-07,Wellington Central (Willis Street),Wellington,6.423
2023-12-07,Whangārei Air Shed at Robert Street,Northland,2.32
2023-12-07,Winton at Essex Street,Southland,9.6
2023-12-07,Woolston,Canterbury,4.743
2023-12-08,126 Hautapu Street,Manawatū-Whanganui,4.754
2023-12-08,Anzac Square,Canterbury,5.866
2023-12-08,Billah Street,Waikato,7.85226
2023-12-08,Blenheim Bowling Club,Marlborough,6.37
2023-12-08,Bloodbank,Waikato,9.2211
2023-12-08,Bowling Club,Waikato,8.92515
2023-12-08,Central School,Taranaki,6.37
2023-12-08,Claudelands,Waikato,8.10289
2023-12-08,Geraldine,Canterbury,4.458
2023-12-08,Gillies Ave,Waikato,5.13827
2023-12-08,Gisborne Boys' High School,Gisborne,8.379
2023-12-08,Hampstead,Canterbury,5.538
2023-12-08,Kaiapoi,Canterbury,7.497
2023-12-08,Marewa Park,Hawke's Bay,5.8
2023-12-08,Masterton West (Pownall Street),Wellington,7.45
2023-12-08,Mount Maunganui at Whareroa Marae,Bay of Plenty,8.189
2023-12-08,Nelson at St Vincent St,Nelson,8.2
2023-12-08,Patumahoe,Auckland,7.82
2023-12-08,Penrose,Auckland,9.762
2023-12-08,Rangiora,Canterbury,6.826
2023-12-08,Reefton AQ at School Pool,West Coast,3.2
2023-12-08,Rotorua at Edmund Rd,Bay of Plenty,7.913
2023-12-08,Rotorua at Moses Rd,Bay of Plenty,11.918
2023-12-08,St Albans EP,Canterbury,7.034
2023-12-08,St Johns,Hawke's Bay,6.3
2023-12-08,Takapuna,Auckland,10.816
2023-12-08,Waimate Kennedy,Canterbury,3.967
2023-12-08,Wainuiomata (Moohan Street),Wellington,6.419
2023-12-08,Waitomo District Council,Waikato,7.32073
2023-12-08,Washdyke Alpine,Canterbury,6.245
2023-12-08,Wellington Central (Willis Street),Wellington,7.661
2023-12-08,Whangārei Air Shed at Robert Street,Northland,6.19
2023-12-08,Winton at Essex Street,Southland,4.21
2023-12-08,Woolston,Canterbury,7.402
2023-12-09,126 Hautapu Street,Manawatū-Whanganui,3.789
2023-12-09,Anzac Square,Canterbury,7.413
2023-12-09,Billah Street,Waikato,5.7553
2023-12-09,Blenheim Bowling Club,Marlborough,5.89
2023-12-09,Bloodbank,Waikato,8.1563
2023-12-09,Bowling Club,Waikato,7.1011
2023-12-09,Central School,Taranaki,3.97
2023-12-09,Claudelands,Waikato,7.17975
2023-12-09,Geraldine,Canterbury,6.225
2023-12-09,Gillies Ave,Waikato,6.1197
2023-12-09,Gisborne Boys' High School,Gisborne,6.648
2023-12-09,Hampstead,Canterbury,5.782
2023-12-09,Kaiapoi,Canterbury,3.843
2023-12-09,Marewa Park,Hawke's Bay,6.0
2023-12-09,Masterton West (Pownall Street),Wellington,4.925
2023-12-09,Mount Maunganui at Whareroa Marae,Bay of Plenty,8.614
2023-12-09,Nelson at St Vincent St,Nelson,7.2
2023-12-09,Patumahoe,Auckland,8.401
2023-12-09,Penrose,Auckland,7.212
2023-12-09,Plunket AQ,Tasman,8.0
2023-12-09,Rangiora,Canterbury,3.341
2023-12-09,Reefton AQ at School Pool,West Coast,3.24
2023-12-09,Rotorua at Edmund Rd,Bay of Plenty,5.341
2023-12-09,Rotorua at Moses Rd,Bay of Plenty,9.736
2023-12-09,St Albans EP,Canterbury,4.65
2023-12-09,St Johns,Hawke's Bay,6.1
2023-12-09,Takapuna,Auckland,8.906
2023-12-09,Waimate Kennedy,Canterbury,5.273
2023-12-09,Wainuiomata (Moohan Street),Wellington,5.246
2023-12-09,Waitomo District Council,Waikato,6.73075
2023-12-09,Washdyke Alpine,Canterbury,7.143
2023-12-09,Wellington Central (Willis Street),Wellington,6.676
2023-12-09,Whangārei Air Shed at Robert Street,Northland,7.66
2023-12-09,Winton at Essex Street,Southland,4.96
2023-12-09,Woolston,Canterbury,5.25
2023-12-10,126 Hautapu Street,Manawatū-Whanganui,1.42
2023-12-10,Anzac Square,Canterbury,6.284
2023-12-10,Billah Street,Waikato,3.83901
2023-12-10,Blenheim Bowling Club,Marlborough,5.33
2023-12-10,Bloodbank,Waikato,4.82421
2023-12-10,Bowling Club,Waikato,4.55112
2023-12-10,Central School,Taranaki,2.33
2023-12-10,Claudelands,Waikato,4.58459
2023-12-10,Geraldine,Canterbury,6.029
2023-12-10,Gillies Ave,Waikato,3.5496
2023-12-10,Gisborne Boys' High School,Gisborne,5.438
2023-12-10,Hampstead,Canterbury,6.966
2023-12-10,Kaiapoi,Canterbury,4.838
2023-12-10,Marewa Park,Hawke's Bay,2.3
2023-12-10,Masterton West (Pownall Street),Wellington,4.543
2023-12-10,Mount Maunganui at Whareroa Marae,Bay of Plenty,1.843
2023-12-10,Nelson at St Vincent St,Nelson,4.3
2023-12-10,Patumahoe,Auckland,5.258
2023-12-10,Penrose,Auckland,6.564
2023-12-10,Plunket AQ,Tasman,3.3
2023-12-10,Rangiora,Canterbury,4.94
2023-12-10,Reefton AQ at School Pool,West Coast,0.57
2023-12-10,Rotorua at Edmund Rd,Bay of Plenty,3.564
2023-12-10,Rotorua at Moses Rd,Bay of Plenty,3.398
2023-12-10,St Albans EP,Canterbury,4.715
2023-12-10,St Johns,Hawke's Bay,4.6
2023-12-10,Takapuna,Auckland,6.904
2023-12-10,Waimate Kennedy,Canterbury,5.467
2023-12-10,Wainuiomata (Moohan Street),Wellington,3.982
2023-12-10,Waitomo District Council,Waikato,3.94014
2023-12-10,Washdyke Alpine,Canterbury,8.143
2023-12-10,Wellington Central (Willis Street),Wellington,7.267
2023-12-10,Whangārei Air Shed at Robert Street,Northland,6.07
2023-12-10,Winton at Essex Street,Southland,7.82
2023-12-10,Woolston,Canterbury,5.877
2023-12-11,126 Hautapu Street,Manawatū-Whanganui,1.188
2023-12-11,Anzac Square,Canterbury,6.68
2023-12-11,Billah Street,Waikato,2.22527
2023-12-11,Blenheim Bowling Club,Marlborough,5.44
2023-12-11,Bloodbank,Waikato,3.98817
2023-12-11,Bowling Club,Waikato,2.50591
2023-12-11,Central School,Taranaki,2.22
2023-12-11,Claudelands,Waikato,3.34043
2023-12-11,Geraldine,Canterbury,4.824
2023-12-11,Gillies Ave,Waikato,2.06796
2023-12-11,Hampstead,Canterbury,5.105
2023-12-11,Kaiapoi,Canterbury,6.835
2023-12-11,Marewa Park,Hawke's Bay,4.6
2023-12-11,Masterton West (Pownall Street),Wellington,2.988
2023-12-11,Mount Maunganui at Whareroa Marae,Bay of Plenty,1.531
2023-12-11,Nelson at St Vincent St,Nelson,6.4
2023-12-11,Patumahoe,Auckland,5.285
2023-12-11,Penrose,Auckland,6.024
2023-12-11,Plunket AQ,Tasman,7.2
2023-12-11,Rangiora,Canterbury,5.933
2023-12-11,Reefton AQ at School Pool,West Coast,1.56
2023-12-11,Rotorua at Edmund Rd,Bay of Plenty,3.38
2023-12-11,Rotorua at Moses Rd,Bay of Plenty,5.079
2023-12-11,St Albans EP,Canterbury,6.732
2023-12-11,St Johns,Hawke's Bay,5.5
2023-12-11,Takapuna,Auckland,6.134
2023-12-11,Waimate Kennedy,Canterbury,5.527
2023-12-11,Wainuiomata (Moohan Street),Wellington,6.692
2023-12-11,Waitomo District Council,Waikato,3.14774
2023-12-11,Washdyke Alpine,Canterbury,8.476
2023-12-11,Wellington Central (Willis Street),Wellington,5.657
2023-12-11,Whangārei Air Shed at Robert Street,Northland,3.77
2023-12-11,Winton at Essex Street,Southland,6.83
2023-12-11,Woolston,Canterbury,7.282
2023-12-12,126 Hautapu Street,Manawatū-Whanganui,2.469
2023-12-12,Anzac Square,Canterbury,5.769
2023-12-12,Billah Street,Waikato,5.22067
2023-12-12,Blenheim Bowling Club,Marlborough,4.5
2023-12-12,Bloodbank,Waikato,7.44496
2023-12-12,Bowling Club,Waikato,5.77728
2023-12-12,Central School,Taranaki,4.92
2023-12-12,Claudelands,Waikato,6.62877
2023-12-12,Geraldine,Canterbury,4.862
2023-12-12,Gillies Ave,Waikato,4.27346
2023-12-12,Gisborne Boys' High School,Gisborne,4.795
2023-12-12,Hampstead,Canterbury,5.37
2023-12-12,Kaiapoi,Canterbury,4.826
2023-12-12,Marewa Park,Hawke's Bay,2.8
2023-12-12,Masterton West (Pownall Street),Wellington,4.989
2023-12-12,Mount Maunganui at Whareroa Marae,Bay of Plenty,4.218
2023-12-12,Nelson at St Vincent St,Nelson,3.1
2023-12-12,Patumahoe,Auckland,4.518
2023-12-12,Penrose,Auckland,6.089
2023-12-12,Plunket AQ,Tasman,1.9
2023-12-12,Rangiora,Canterbury,4.476
2023-12-12,Reefton AQ at School Pool,West Coast,1.54
2023-12-12,Rotorua at Edmund Rd,Bay of Plenty,4.329
2023-12-12,Rotorua at Moses Rd,Bay of Plenty,4.849
2023-12-12,St Albans EP,Canterbury,4.185
2023-12-12,St Johns,Hawke's Bay,5.5
2023-12-12,Takapuna,Auckland,7.766
2023-12-12,Waimate Kennedy,Canterbury,4.622
2023-12-12,Wainuiomata (Moohan Street),Wellington,3.88
2023-12-12,Waitomo District Council,Waikato,5.45697
2023-12-12,Washdyke Alpine,Canterbury,7.178
2023-12-12,Wellington Central (Willis Street),Wellington,6.058
2023-12-12,Whangārei Air Shed at Robert Street,Northland,3.79
2023-12-12,Winton at Essex Street,Southland,8.11
2023-12-12,Woolston,Canterbury,4.186
2023-12-13,126 Hautapu Street,Manawatū-Whanganui,3.242
2023-12-13,Anzac Square,Canterbury,4.77
2023-12-13,Billah Street,Waikato,5.92489
2023-12-13,Blenheim Bowling Club,Marlborough,4.74
2023-12-13,Bloodbank,Waikato,8.40672
2023-12-13,Bowling Club,Waikato,5.99914
2023-12-13,Central School,Taranaki,4.95
2023-12-13,Claudelands,Waikato,8.13147
2023-12-13,Geraldine,Canterbury,5.278
2023-12-13,Gillies Ave,Waikato,4.26011
2023-12-13,Gisborne Boys' High School,Gisborne,5.842
2023-12-13,Hampstead,Canterbury,4.731
2023-12-13,Kaiapoi,Canterbury,5.569
2023-12-13,Marewa Park,Hawke's Bay,2.6
2023-12-13,Masterton West (Pownall Street),Wellington,4.505
2023-12-13,Mount Maunganui at Whareroa Marae,Bay of Plenty,4.249
2023-12-13,Nelson at St Vincent St,Nelson,3.7
2023-12-13,Patumahoe,Auckland,7.487
2023-12-13,Penrose,Auckland,7.137
2023-12-13,Plunket AQ,Tasman,3.9
2023-12-13,Rangiora,Canterbury,4.596
2023-12-13,Reefton AQ at School Pool,West Coast,1.71
2023-12-13,Rotorua at Edmund Rd,Bay of Plenty,3.858
2023-12-13,Rotorua at Moses Rd,Bay of Plenty,7.32
2023-12-13,St Albans EP,Canterbury,4.78
2023-12-13,Takapuna,Auckland,8.458
2023-12-13,Waimate Kennedy,Canterbury,5.063
2023-12-13,Wainuiomata (Moohan Street),Wellington,5.098
2023-12-13,Waitomo District Council,Waikato,5.36233
2023-12-13,Washdyke Alpine,Canterbury,6.781
2023-12-13,Wellington Central (Willis Street),Wellington,5.663
2023-12-13,Whangārei Air Shed at Robert Street,Northland,7.37
2023-12-13,Winton at Essex Street,Southland,7.9
2023-12-13,Woolston,Canterbury,4.685
2023-12-14,126 Hautapu Street,Manawatū-Whanganui,5.076
2023-12-14,Anzac Square,Canterbury,10.053
2023-12-14,Billah Street,Waikato,4.98543
2023-12-14,Blenheim Bowling Club,Marlborough,11.13
2023-12-14,Bloodbank,Waikato,6.02462
2023-12-14,Bowling Club,Waikato,5.27239
2023-12-14,Central School,Taranaki,4.04
2023-12-14,Claudelands,Waikato,5.24993
2023-12-14,Geraldine,Canterbury,12.058
2023-12-14,Gillies Ave,Waikato,4.29343
2023-12-14,Gisborne Boys' High School,Gisborne,8.044
2023-12-14,Hampstead,Canterbury,12.451
2023-12-14,Kaiapoi,Canterbury,11.052
2023-12-14,Marewa Park,Hawke's Bay,7.8
2023-12-14,Masterton West (Pownall Street),Wellington,10.961
2023-12-14,Mount Maunganui at Whareroa Marae,Bay of Plenty,4.351
2023-12-14,Nelson at St Vincent St,Nelson,4.9
2023-12-14,Patumahoe,Auckland,4.815
2023-12-14,Penrose,Auckland,7.181
2023-12-14,Plunket AQ,Tasman,5.1
2023-12-14,Rangiora,Canterbury,10.952
2023-12-14,Reefton AQ at School Pool,West Coast,1.51
2023-12-14,Rotorua at Edmund Rd,Bay of Plenty,3.704
2023-12-14,Rotorua at Moses Rd,Bay of Plenty,5.886
2023-12-14,St Albans EP,Canterbury,11.556
2023-12-14,Waimate Kennedy,Canterbury,12.196
2023-12-14,Wainuiomata (Moohan Street),Wellington,9.624
2023-12-14,Waitomo District Council,Waikato,4.2872
2023-12-14,Washdyke Alpine,Canterbury,12.005
2023-12-14,Wellington Central (Willis Street),Wellington,11.68
2023-12-14,Whangārei Air Shed at Robert Street,Northland,3.5
2023-12-14,Winton at Essex Street,Southland,21.46
2023-12-14,Woolston,Canterbury,13.24
2023-12-15,126 Hautapu Street,Manawatū-Whanganui,2.104
2023-12-15,Anzac Square,Canterbury,13.669
2023-12-15,Billah Street,Waikato,4.87722
2023-12-15,Blenheim Bowling Club,Marlborough,8.23
2023-12-15,Bloodbank,Waikato,4.85841
2023-12-15,Bowling Club,Waikato,4.49863
2023-12-15,Central School,Taranaki,2.65
2023-12-15,Claudelands,Waikato,4.40102
2023-12-15,Geraldine,Canterbury,11.296
2023-12-15,Gillies Ave,Waikato,3.81024
2023-12-15,Gisborne Boys' High School,Gisborne,9.007
2023-12-15,Hampstead,Canterbury,7.746
2023-12-15,Kaiapoi,Canterbury,9.332
2023-12-15,Marewa Park,Hawke's Bay,8.6
2023-12-15,Masterton West (Pownall Street),Wellington,6.275
